ta	1	201001	130301	1981	1	1	201001
130301	1981	1	130301	1981	1	1	201001
1	201001	130301	130301	1981	1	1	201001
1981	1	130301	130301	1981	1	1	201001
1981	1	1	130301	1981	1	1	201001
201001	1	201001	130301	1981	1	1	201001
130301	130301	1981	130301	1981	1	1	201001
1	1	201001	130301	1981	1	1	201001
1981	1	130301	130301	1981	1	1	201001
130301	1981	1	130301	1981	1	1	201001
1	201001	1981	130301	1981	1	1	201001
1	1	130301	130301	1981	1	1	201001
1981	1	1	130301	1981	1	1	201001
201001	201001	1	130301	1981	1	1	201001
201001	130301	1981	130301	1981	1	1	201001
1	1	201001	130301	1981	1	1	201001
130301	130301	1981	130301	1981	1	1	201001
130301	1981	1	130301	1981	1	1	201001
1	201001	1	130301	1981	1	1	201001
1	201001	130301	130301	1981	1	1	201001
1981	1	1	130301	1981	1	1	201001
201001	1981	1	130301	1981	1	1	201001
130301	130301	1981	130301	1981	1	1	201001
1	1	201001	130301	1981	1	1	201001
130301	1981	1	130301	1981	1	1	201001
130301	1981	1	130301	1981	1	1	201001
1	201001	1	130301	1981	1	1	201001
201001	1981	130301	130301	1981	1	1	201001
1981	1	1	130301	1981	1	1	201001
201001	1	1	130301	1981	1	1	201001
130301	130301	1981	130301	1981	1	1	201001
1	1	201001	130301	1981	1	1	201001
1981	1	1	130301	1981	1	1	201001
130301	1981	1	130301	1981	1	1	201001
1	201001	201001	130301	1981	1	1	201001
201001	1	130301	130301	1981	1	1	201001
1981	1	1	130301	1981	1	1	201001
201001	201001	130301	130301	1981	1	1	201001
1981	130301	1981	130301	1981	1	1	201001
1	1	201001	130301	1981	1	1	201001
1	1	201001	130301	1981	1	1	201001
130301	1981	1	130301	1981	1	1	201001
1	201001	130301	130301	1981	1	1	201001
130301	1981	130301	130301	1981	1	1	201001
1981	1	1	130301	1981	1	1	201001
201001	130301	1981	130301	1981	1	1	201001
1	130301	1981	130301	1981	1	1	201001
1	1	201001	130301	1981	1	1	201001
1	201001	1	130301	1981	1	1	201001
130301	1981	1	130301	1981	1	1	201001
1	201001	1	130301	1981	1	1	201001
201001	130301	130301	130301	1981	1	1	201001
1981	1	1	130301	1981	1	1	201001
201001	1981	1	130301	1981	1	1	201001
1	130301	1981	130301	1981	1	1	201001
1	1	201001	130301	1981	1	1	201001
201001	201001	tb	130301	1981	1	1	201001
130301	1981	1	130301	1981	1	1	201001
1	201001	130301	130301	1981	1	1	201001
130301	1981	130301	130301	1981	1	1	201001
1981	1	1	130301	1981	1	1	201001
201001	1	1	130301	1981	1	1	201001
201001	130301	1981	130301	1981	1	1	201001
1	1	201001	130301	1981	1	1	201001
130301	1981	1	130301	1981	1	1	201001
130301	1981	1	130301	1981	1	1	201001
1	201001	130301	130301	1981	1	1	201001
1981	1	130301	130301	1981	1	1	201001
1981	1	1	130301	1981	1	1	201001
201001	1	201001	130301	1981	1	1	201001
1	130301	1981	130301	1981	1	1	201001
1	1	201001	130301	1981	1	1	201001
201001	1981	130301	130301	1981	1	1	201001
130301	1981	1	130301	1981	1	1	201001
1	201001	1981	130301	1981	1	1	201001
1	1	130301	130301	1981	1	1	201001
1981	1	1	130301	1981	1	1	201001
201001	201001	1	130301	1981	1	1	201001
1	130301	1981	130301	1981	1	1	201001
1	1	201001	130301	1981	1	1	201001
130301	130301	1981	130301	1981	1	1	201001
130301	1981	1	130301	1981	1	1	201001
1	201001	1	130301	1981	1	1	201001
1	201001	130301	130301	1981	1	1	201001
1981	1	1	130301	1981	1	1	201001
201001	1981	1	130301	1981	1	1	201001
1	130301	1981	130301	1981	1	1	201001
1	1	201001	130301	1981	1	1	201001
130301	1981	1	130301	1981	1	1	201001
130301	1981	1	130301	1981	1	1	201001
1	201001	1	130301	1981	1	1	201001
201001	201001	130301	130301	1981	1	1	201001
1981	1	1	130301	1981	1	1	201001
201001	201001	2	130301	1981	1	1	201001
130301	130301	1981	130301	1981	1	1	201001
1	1	201001	130301	1981	1	1	201001
1981	1	1	130301	1981	1	1	201001
130301	1981	1	130301	1981	1	1	201001
1	201001	201001	130301	1981	1	1	201001
201001	130301	130301	130301	1981	1	1	201001
1981	1	1	130301	1981	1	1	201001
201001	1981	130301	130301	1981	1	1	201001
1981	130301	1981	130301	1981	1	1	201001
1	1	201001	130301	1981	1	1	201001
1	1	201001	130301	1981	1	1	201001
130301	1981	1	130301	1981	1	1	201001
1	201001	1	130301	1981	1	1	201001
1	201001	130301	130301	1981	1	1	201001
1981	1	1	130301	1981	1	1	201001
201001	130301	1981	130301	1981	1	1	201001
1	130301	1981	130301	1981	1	1	201001
1	1	201001	130301	1981	1	1	201001
1	201001	130301	130301	1981	1	1	201001
130301	1981	1	130301	1981	1	1	201001
1	201001	130301	130301	1981	1	1	201001
1981	130301	130301	130301	1981	1	1	201001
1981	1	1	130301	1981	1	1	201001
201001	1981	1	130301	1981	1	1	201001
1	130301	1981	130301	1981	1	1	201001
1	1	201001	130301	1981	1	1	201001
201001	130301	1981	130301	1981	1	1	201001
130301	1981	1	130301	1981	1	1	201001
1	201001	1	130301	1981	1	1	201001
130301	1981	130301	130301	1981	1	1	201001
1981	1	1	130301	1981	1	1	201001
201001	1	1	130301	1981	1	1	201001
201001	130301	1981	130301	1981	1	1	201001
1	1	201001	130301	1981	1	1	201001
1	201001	1	130301	1981	1	1	201001
130301	1981	1	130301	1981	1	1	201001
1	201001	130301	130301	1981	1	1	201001
1981	1	130301	130301	1981	1	1	201001
1981	1	1	130301	1981	1	1	201001
201001	1	201001	130301	1981	1	1	201001
1	130301	1981	130301	1981	1	1	201001
1	1	201001	130301	1981	1	1	201001
201001	130301	130301	130301	1981	1	1	201001
130301	1981	1	130301	1981	1	1	201001
1	201001	1981	130301	1981	1	1	201001
1	1	130301	130301	1981	1	1	201001
1981	1	1	130301	1981	1	1	201001
201001	201001	1981	130301	1981	1	1	201001
1	130301	1981	130301	1981	1	1	201001
1	1	201001	130301	1981	1	1	201001
1	130301	1981	130301	1981	1	1	201001
130301	1981	1	130301	1981	1	1	201001
1	201001	1	130301	1981	1	1	201001
1	201001	130301	130301	1981	1	1	201001
1981	1	1	130301	1981	1	1	201001
